sentiment	text
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	Brokeback Mountain was so awesome.
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	My dad's being stupid about brokeback mountain...
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
1	i love being a sentry for mission impossible and a station for bonkers.
1	Brokeback mountain was beautiful...
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	I love Brokeback Mountain.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	I love Brokeback Mountain....
1	Brokeback mountain was beautiful...
1	The Da Vinci Code was awesome, I can't wait to read it...
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	If i hear one more thing about Tomkat or how much Mission Impossible III sucks ass(
1	Love luv lubb the Da Vinci Code!
1	Yeah the Da Vinci code is awesome....
1	I liked the first " Mission Impossible.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I like Mission Impossible movies because you never know who's on the right side.
0	by the way, the Da Vinci Code sucked, just letting you know...
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	dudeee i LOVED brokeback mountain!!!!
1	The Da Vinci Code is an awesome book...
0	Ok brokeback mountain is such a horrible movie.
1	I wanted desperately to love'The Da Vinci Code as a film.
1	I love Harry Potter.
0	Harry Potter still sucks, though.
1	Brokeback Mountain was an AWESOME movie.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	Mission Impossible 3 is AMAZING.
1	I, too, like Harry Potter..
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	The Da Vinci Code was absolutely AWESOME!
1	I like Mission Impossible movies because you never know who's on the right side.
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	I liked the first " Mission Impossible.
0	Da Vinci Code sucks.
0	Da Vinci Code sucks.
1	Brokeback Mountain was an AWESOME movie.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	dudeee i LOVED brokeback mountain!!!!
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
0	This quiz sucks and Harry Potter sucks ok bye..
0	by the way, the Da Vinci Code sucked, just letting you know...
1	the people who are worth it know how much i love the da vinci code.
1	I love The Da Vinci Code...
0	These Harry Potter movies really suck.
1	I love Harry Potter..
0	So Brokeback Mountain was really depressing.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	oh and i loved the da vinci code.
1	Love luv lubb the Da Vinci Code!
1	Anyway, thats why I love " Brokeback Mountain.
1	I, too, like Harry Potter..
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	so instead we went to see Mission Impossible 3, which was freaking awesome!
1	i love being a sentry for mission impossible and a station for bonkers.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	Brokeback Mountain was boring.
1	shit, i love the da vinci code.
0	So Brokeback Mountain was really depressing.
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	The Da Vinci Code was awesome, I can't wait to read it...
0	Brokeback Mountain is horrible.
0	Brokeback Mountain is fucking horrible..
1	I like Harry Potter, I like Eragon, I like Lord of the Rings...
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	man i loved brokeback mountain!
1	Brokeback Mountain was an AWESOME movie.
1	I love The Da Vinci Code...
1	da vinci code was an awesome movie...
1	The Da Vinci Code is awesome!!
1	I, too, like Harry Potter..
0	Brokeback Mountain is fucking horrible..
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Oh, and Brokeback Mountain was a terrible movie.
0	Da Vinci Code sucks be...
1	The Da Vinci Code is awesome!!
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	So Brokeback Mountain was really depressing.
0	My dad's being stupid about brokeback mountain...
1	Harry Potter = Gorgeous!.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
1	DA VINCI CODE IS AWESOME!!
1	Brokeback Mountain was so awesome.
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	the people who are worth it know how much i love the da vinci code.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
0	Da Vinci Code SUCKED ASS!!!
0	da vinci code sucks...
1	but you know what i enjoy the MOST reading or watching anything Harry Potter related during the winter more specifically when the Christmas tree is up and it's snowing outside.
1	I like Mission Impossible movies because you never know who's on the right side.
1	the people who are worth it know how much i love the da vinci code.
0	Da Vinci Code sucks.
0	Oh, and Brokeback Mountain was a terrible movie.
1	man i loved brokeback mountain!
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
0	The Da Vinci Code sucked big time.
1	The Da Vinci Code was awesome, I can't wait to read it...
0	i heard da vinci code sucked soo much only 2.5 stars:
0	" Brokeback Mountain sucked!
1	Anyway, thats why I love " Brokeback Mountain.
1	I love Brokeback Mountain....
0	Ok brokeback mountain is such a horrible movie.
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	I liked the first " Mission Impossible.
1	Brokeback Mountain was so awesome.
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	I love Harry Potter..
0	My dad's being stupid about brokeback mountain...
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	we're gonna like watch Mission Impossible or Hoot.(
0	These Harry Potter movies really suck.
1	i love being a sentry for mission impossible and a station for bonkers.
1	Brokeback Mountain was an AWESOME movie.
0	Brokeback Mountain is fucking horrible..
0	I HATE Harry Potter.
1	we're gonna like watch Mission Impossible or Hoot.(
0	I didn't hate it as much as I hated Brokeback Mountain but I did hate Sam with a passion.
1	PS da Vinci code is an awesome movie!.
0	Brokeback Mountain was boring.
1	I love Brokeback Mountain....
1	the people who are worth it know how much i love the da vinci code.
1	Brokeback Mountain was so awesome.
0	i heard da vinci code sucked soo much only 2.5 stars:
1	we're gonna like watch Mission Impossible or Hoot.(
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	Is it just me, or does Harry Potter suck?...
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	I love Harry Potter.
1	Brokeback mountain was beautiful...
1	Love luv lubb the Da Vinci Code!
0	Ok brokeback mountain is such a horrible movie.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	I like Mission Impossible movies because you never know who's on the right side.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	So Brokeback Mountain was really depressing.
0	Da Vinci Code sucked..
0	Brokeback Mountain is fucking horrible..
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	Oh, and Brokeback Mountain was a terrible movie.
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	I love Harry Potter.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	Don't get me wrong, I like Harry Potter, but I need a fantasy movie of a different kind every once in a while.
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	Brokeback Mountain was so awesome.
1	Mission Impossible 3 was excellent.
1	I wanted desperately to love'The Da Vinci Code as a film.
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	The Da Vinci Code is awesome!!
1	the people who are worth it know how much i love the da vinci code.
1	I love Harry Potter.
1	I wanted desperately to love'The Da Vinci Code as a film.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I liked the Da Vinci Code but it ultimatly didn't seem to hold it's own.
0	These Harry Potter movies really suck.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	I hate Harry Potter and all things related to it..
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	Mission Impossible III was an AWESOME MOVIE!!!
0	Brokeback Mountain was boring.
0	not sure if i already threw this at you but I hate the Da Vinci Code.
1	mission impossible was awesome!
1	DA VINCI CODE IS AWESOME!!
0	Oh, and Brokeback Mountain was a terrible movie.
0	I hate Harry Potter.
1	I love The Da Vinci Code...
1	The Da Vinci Code is awesome!!
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	i heard da vinci code sucked soo much only 2.5 stars:
1	By the way, Mission Impossible is an awesome movie if you're looking for a suspenseful movie that's ALL action and little story...
1	The Da Vinci Code is awesome..
1	I love Brokeback Mountain.
1	awesome Brokeback Mountain!!
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	the last stand and Mission Impossible 3 both were awesome movies.
0	Is it just me, or does Harry Potter suck?...
0	da vinci code sucks...
1	Mission Impossible 3 was excellent.
0	I hated Brokeback Mountain.
1	DA VINCI CODE IS AWESOME!!
0	by the way, the Da Vinci Code sucked, just letting you know...
1	I wanted desperately to love'The Da Vinci Code as a film.
0	My dad's being stupid about brokeback mountain...
0	Brokeback Mountain was boring.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	Brokeback mountain was beautiful...
1	dudeee i LOVED brokeback mountain!!!!
1	i love being a sentry for mission impossible and a station for bonkers.
1	I love The Da Vinci Code...
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	I hate Disney, I hate Chronicles Of Narnia, I hate Lords Of The Ring and I hate Harry Potter...
0	Da Vinci Code sucks be...
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
0	The Da Vinci Code sucked big time.
1	BROKEBACK MOUNTAIN WAS AWESOME!!!!
1	i love being a sentry for mission impossible and a station for bonkers.
1	The Da Vinci Code is awesome..
1	I love The Da Vinci Code...
0	It stayed on the whole way there and the whole way back.-Jill is staying with me next weekend.-Mission Impossible III sucks.
0	Ok brokeback mountain is such a horrible movie.
1	I like MISSION IMPOSSIBLE but I hate Tom Cruise, get that straight I update 2 days in a row it's like magic and shit...
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	Mission Impossible 3 was excellent.
1	i love being a sentry for mission impossible and a station for bonkers.
1	Brokeback Mountain was awesome..
0	Which is your favourite Harry Potter film?.-Sorcerer's Stone.-Chamber of Secrets.-Prisoner of Azkaban.-Goblet of Fire.-I like them all equally!.-I hate Harry Potter and think this is a stupid question...
0	so we ran off because we HATED Top Gun / Mission Impossible 2 / Cocktail.
1	The Da Vinci Code was awesome, I can't wait to read it...
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	These Harry Potter movies really suck.
0	by the way, the Da Vinci Code sucked, just letting you know...
1	I, too, like Harry Potter..
1	The Da Vinci Code is awesome..
0	i heard da vinci code sucked soo much only 2.5 stars:
1	I love Harry Potter..
1	The Da Vinci Code was absolutely AWESOME!
1	yeah, I love Harry Potter to death, lol!..
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I love The Da Vinci Code...
1	Da Vinci Code was awesome.
0	Brokeback Mountain pretty much sucked.
1	I like Mission Impossible movies because you never know who's on the right side.
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	I love Brokeback Mountain.
1	the last stand and Mission Impossible 3 both were awesome movies.
1	i love being a sentry for mission impossible and a station for bonkers.
1	Brokeback Mountain was so awesome.
1	The Da Vinci Code is awesome!!
1	mission impossible 2 rocks!!....
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	da vinci code was an awesome movie...
0	The Da Vinci Code sucked balls.
1	the people who are worth it know how much i love the da vinci code.
1	Beautiful random thoughts on Brokeback Mountain.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	so, lucky for me, since i hated the da vinci code after refusing to read it for so long because of the public reaction in the first place-there's a movie now.
0	Ok brokeback mountain is such a horrible movie.
1	I love Brokeback Mountain....
1	I hate it though, because I really like his Mission Impossible films, so I feel bad when I go see them in theater, since I'm putting money in his pocket doing that.
1	We saw Mission Impossible 3, which was rather awesome.
0	by the way, the Da Vinci Code sucked, just letting you know...
0	. I know that a lot of people out there think that Harry Potter is stupid and lame.
1	I love Harry Potter.
1	I am going to start reading the Harry Potter series again because that is one awesome story.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
0	My dad's being stupid about brokeback mountain...
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	man i loved brokeback mountain!
1	dudeee i LOVED brokeback mountain!!!!
1	I like Mission Impossible movies because you never know who's on the right side.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	He opened his mouth to dictate his reply about having Harry Potter suck his cock, only to be cut off by his mirror speaking up.
0	This quiz sucks and Harry Potter sucks ok bye..
0	Brokeback Mountain was boring.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	da vinci code sucks...
0	The Da vinci Code is so SUCK!!!!!!!(
0	Da Vinci Code sucks be...
1	The first action theme to be played as the fireworks went off was the ‘ Mission Impossible ’ theme which was a good accompaniment to the whistles, bangs and colourfully lit up sky.
1	I love Harry Potter.
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	Anyway, thats why I love " Brokeback Mountain.
0	Brokeback Mountain sucked.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
0	Oh, and Brokeback Mountain was a terrible movie.
1	I love Brokeback Mountain.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
0	The Da Vinci Code sucked big time.
1	the da vinci code was sooo awesome-good luck at ur tennis tournament..
1	I love Harry Potter.
0	I thought Brokeback Mountain was a terrible movie.
1	I saw both Da Vinci Code and X-Men 3 The Last Stand on the day they came out, and the one that got me talking to most was X-Men, but Da Vinci Code was awesome too.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	I LOVE Brokeback Mountain!!!!!
0	This quiz sucks and Harry Potter sucks ok bye..
1	I love Brokeback Mountain.
1	I love Brokeback Mountain.
0	Oh, and Brokeback Mountain was a terrible movie.
0	the da vinci code sucks majorly....
0	i hate Brokeback Mountain!!!!!!!..
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
1	Anyway, thats why I love " Brokeback Mountain.
0	I hate Harry Potter.
1	we're gonna like watch Mission Impossible or Hoot.(
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
1	I love Brokeback Mountain.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	mission impossible movies are so awesome...
0	Da Vinci Code sucks.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
0	Brokeback Mountain is fucking horrible..
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	Da Vinci Code sucks.
1	the last stand and Mission Impossible 3 both were awesome movies.
0	BURBANK, Calif. ( AP )-Brooke Shields says Tom Cruise has publicly apologized for his film career, including War of the Worlds and all of the atrocious Mission Impossible movies.
1	i loved the da vinci code.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	The Da Vinci Code was absolutely AWESOME!
1	The Da Vinci Code was awesome, I can't wait to read it...
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	I liked the first " Mission Impossible.
0	The Da Vinci Code sucked big time.
1	I love Harry Potter.
0	These Harry Potter movies really suck.
0	and hate " Harry Potter " even though it is actually much more religious(
1	DA VINCI CODE IS AWESOME!!
0	by the way, the Da Vinci Code sucked, just letting you know...
0	The following are clips, from the same article that featured the story about how evil Harry Potter is:..
1	Mission Impossible 3 was excellent.
0	Brokeback Mountain was boring.
1	Mission Impossible 3 was excellent.
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
0	Ok brokeback mountain is such a horrible movie.
0	So Brokeback Mountain was really depressing.
1	dudeee i LOVED brokeback mountain!!!!
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	i love being a sentry for mission impossible and a station for bonkers.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	and joan keeps telling me how brokeback mountain sucks so much, but everyone else liked it, so i think i'll go see it.
1	I love politics and Harry Potter...
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	The Da Vinci Code is awesome..
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	love Harry Potter.
1	I love Brokeback Mountain....
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	Mission Impossible 3 was awesome..
0	The Da Vinci Code sucked big time.
1	Mission Impossible 3 was excellent.
0	I hate Harry Potter.
0	This quiz sucks and Harry Potter sucks ok bye..
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
1	And, I mean, I love Brokeback Mountain.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	Da Vinci Code sucks.
1	The Da Vinci Code is awesome..
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Mission Impossible 3 sucks.......
0	These Harry Potter movies really suck.
1	Brokeback mountain was beautiful...
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	dudeee i LOVED brokeback mountain!!!!
0	by the way, the Da Vinci Code sucked, just letting you know...
1	i love being a sentry for mission impossible and a station for bonkers.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I love Brokeback Mountain.
1	i loved the da vinci code was a kick ass movie...
0	Is it just me, or does Harry Potter suck?...
1	I love Harry Potter.
1	I love Harry Potter.
0	Brokeback Mountain was boring.
0	My dad's being stupid about brokeback mountain...
1	Brokeback Mountain was so awesome.
1	man i loved brokeback mountain!
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	Brokeback Mountain was an AWESOME movie.
1	the people who are worth it know how much i love the da vinci code.
0	Da Vinci Code sucks.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	Da Vinci Code sucks.
0	I hate Harry Potter...
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
0	by the way, the Da Vinci Code sucked, just letting you know...
0	Oh, and Brokeback Mountain was a terrible movie.
0	These Harry Potter movies really suck.
1	I, too, like Harry Potter..
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
0	Brokeback Mountain is fucking horrible..
0	i heard da vinci code sucked soo much only 2.5 stars:
1	Mission Impossible 3 was excellent.
0	These Harry Potter movies really suck.
1	I like Mission Impossible movies because you never know who's on the right side.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	Da Vinci Code sucked..
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	Harry Potter Rocks!!!!!!!!!
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	Mission Impossible 3 was excellent.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	Finally feel up to making the long ass drive out to the Haunt tonight...-and Mission Impossible III was good....
0	I hate Harry Potter..
0	Da Vinci Code sucks be...
0	i heard da vinci code sucked soo much only 2.5 stars:
1	' The Da Vinci Code'it was AWESOME.
1	man i loved brokeback mountain!
0	It amazes me that people are so afraid of what Harry Potter is going to do to their children.
0	da vinci code sucks...
1	The Da Vinci Code is awesome..
1	The Da Vinci Code is awesome..
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
0	So Brokeback Mountain was really depressing.
1	I love Harry Potter.
1	Brokeback Mountain was an AWESOME movie.
0	Brokeback Mountain was boring.
0	The Da Vinci Code sucked big time.
0	Brokeback Mountain is boring..
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	After I'd read OotP for the sixth time, I was desperate for some new Harry Potter.
0	Oh, and Brokeback Mountain was a terrible movie.
0	Ok brokeback mountain is such a horrible movie.
1	The Da Vinci Code is awesome.
0	“ I hate you Harry Potter, ” Hermione said childishly...
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
1	Brokeback Mountain was so awesome.
0	I know, I know, mission impossible 2 sucked royally.
1	Brokeback Mountain was an AWESOME movie.
0	These Harry Potter movies really suck.
1	The Da Vinci Code is awesome..
0	i heard da vinci code sucked soo much only 2.5 stars:
0	i heard that the da vinci code sucks especially compared to the book.
1	Anyway, thats why I love " Brokeback Mountain.
0	This quiz sucks and Harry Potter sucks ok bye..
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	Mission Impossible 3 was excellent.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	I liked the first " Mission Impossible.
1	da vinci code was an awesome movie...
1	Anyway, thats why I love " Brokeback Mountain.
0	So word on the street is -- The Da Vinci Code apparently sucks....
0	Brokeback Mountain was boring.
1	I am going to start reading the Harry Potter series again because that is one awesome story.
1	Brokeback mountain was beautiful...
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	* g * But, much as I love the Harry Potter movies, the books are better...
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	Da Vinci Code sucks.
1	mission impossible 2 rocks!!....
1	Love luv lubb the Da Vinci Code!
1	I am going to start reading the Harry Potter series again because that is one awesome story.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	The Da Vinci Code is awesome!!
1	mission impossible III is awesome!
1	man i loved brokeback mountain!
0	i heard da vinci code sucked soo much only 2.5 stars:
0	the da vinci code sucked.
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	I love Brokeback Mountain....
1	Brokeback mountain was beautiful...
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	and I liked Mission Impossible which I saw for the first time last night...
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	i love being a sentry for mission impossible and a station for bonkers.
1	mission impossible 2 rocks!!....
0	by the way, the Da Vinci Code sucked, just letting you know...
1	da vinci code was an awesome movie...
1	When I was in primary school, I loved Harry Potter to bits.
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	Mission Impossible 3 was awesome, though.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	Da Vinci Code sucked..
1	OMG I loved Brokeback Mountain!
1	I love Harry Potter, but every few months or so I'll go through an intense Harry Potter phase.
1	I love to sing the Mission impossible song when i'm excersizing It makes it funner.
0	i had to go to work at 9am for stupid mission impossible 3.
1	I loved the da vinci code.
1	The Da Vinci Code was absolutely AWESOME!
1	man i loved brokeback mountain!
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	by the way, the Da Vinci Code sucked, just letting you know...
1	I love The Da Vinci Code...
1	we're gonna like watch Mission Impossible or Hoot.(
1	Brokeback mountain was beautiful...
1	Also: " Sexy Harry Potter.
0	My dad's being stupid about brokeback mountain...
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	Like, for me, Brokeback Mountain sucked because I don't have the fill for its blanks...
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	the last stand and Mission Impossible 3 both were awesome movies.
1	Brokeback Mountain was beautiful.
1	Brokeback Mountain was an AWESOME movie.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	we're gonna like watch Mission Impossible or Hoot.(
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	Love luv lubb the Da Vinci Code!
0	Is it just me, or does Harry Potter suck?...
1	I love The Da Vinci Code...
0	stupid mission impossible sold out right when we got there.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
